X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
402348.979999997,140306.359999999,25046957,2025/04/01 15:58:41+00,DAY,OTHERS,THEFT/OTHER,2206 - 2399 BLOCK OF RHODE ISLAND AVENUE NE,402348.98,140306.36,5,5C,5,503,Cluster 22,011100 2,011100,Precinct 71,38.9306347289,-76.9729088708,,2025/03/31 12:43:00+00,2025/04/01 13:32:00+00,710896660,
397633.43,144615.420000002,25047149,2025/04/02 02:13:36+00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2025/04/01 18:44:00+00,2025/04/01 19:26:00+00,710896661,
400789.990000002,137372.079999998,25048792,2025/04/04 15:54:54+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF MORSE STREET NE,400789.99,137372.08,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9042045516,-76.9908923061,,2025/04/03 12:30:00+00,2025/04/03 15:50:00+00,710896662,
397171.109999999,137408.25,25049029,2025/04/05 00:21:17+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2025/04/04 20:48:00+00,2025/04/04 21:03:00+00,710896663,
396455.479999997,139555.850000001,25049156,2025/04/05 01:45:47+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2025/04/05 00:15:00+00,2025/04/05 01:17:00+00,710896664,
400246.539999999,139229.039999999,25049714,2025/04/06 02:52:45+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209329952,-76.9971570051,,2025/04/06 02:33:00+00,2025/04/06 02:50:00+00,710896665,
400546.216600001,132010.977600001,25049761,2025/04/06 07:54:36+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,SUITLAND PARKWAY SE NORTHBOUND AND RAMP TO SHERIDAN ROAD SE,400546.2165625,132010.977625,8,8B,7,703,Cluster 37,007406 2,007406,Precinct 118,38.8559098369,-76.9937069997,,2025/04/06 03:55:00+00,2025/04/06 06:00:00+00,710896666,
400246.539999999,139229.039999999,25050154,2025/04/07 01:09:30+00,EVENING,OTHERS,THEFT F/AUTO,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209329952,-76.9971570051,,2025/04/07 00:38:00+00,2025/04/07 01:09:00+00,710896667,
397904.399999999,140846.07,25051772,2025/04/10 01:14:32+00,EVENING,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,397904.4,140846.07,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 43,38.9354972411,-77.0241705089,,2025/04/09 23:57:00+00,2025/04/10 01:15:00+00,710896668,
397700.049999997,136885.32,25052071,2025/04/10 19:08:41+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF H STREET NW,397700.05,136885.32,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8998169908,-77.0265141995,DOWNTOWN,2025/04/09 23:42:00+00,2025/04/09 23:43:00+00,710896669,
396294.479999997,140699.370000001,25052218,2025/04/11 02:27:40+00,EVENING,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF NEWTON STREET NW,396294.48,140699.37,1,1D,3,302,Cluster 2,002703 2,002703,Precinct 40,38.9341704087,-77.0427384231,,2025/04/10 21:25:00+00,2025/04/10 22:16:00+00,710896670,
397228.189999998,137185.833299998,25052426,2025/04/11 08:47:22+00,MIDNIGHT,OTHERS,THEFT F/AUTO,14TH STREET NW AND K STREET NW,397228.19001138,137185.83334074,2,2C,2,209,Cluster 8,010100 3,010100,Precinct 129,38.9025227607,-77.0319550908,DOWNTOWN,2025/04/11 05:01:00+00,2025/04/11 05:57:00+00,710896671,
401576.659999996,139985.940000001,25052835,2025/04/12 01:34:52+00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF BRENTWOOD ROAD NE,401576.66,139985.94,5,5B,5,504,Cluster 22,009301 3,009301,Precinct 70,38.9277500115,-76.9818168859,,2025/04/10 17:30:00+00,2025/04/10 19:00:00+00,710896672,
398417.469999999,138880.949999999,25053605,2025/04/13 16:39:28+00,DAY,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF OAKDALE PLACE NW,398417.47,138880.95,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9177958965,-77.0182482635,,2025/04/13 16:16:00+00,2025/04/13 16:19:00+00,710896673,
393070.630000003,142276.379999999,25053666,2025/04/13 19:17:46+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9483570552,-77.0799373128,,2025/04/13 18:46:00+00,2025/04/13 19:03:00+00,710896674,
397474.259999998,135152.379999999,25421093,2025/04/03 11:01:36+00,DAY,OTHERS,THEFT/OTHER,1200 - 1399 BLOCK OF MARYLAND AVENUE SW,397474.26,135152.38,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.884205405,-77.0291107727,,2025/01/19 00:03:00+00,2025/01/19 00:30:00+00,710903305,
397875.990000002,138925.59,25421164,2025/04/08 15:03:17+00,DAY,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF VERMONT AVENUE NW,397875.99,138925.59,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 22,38.9181968864,-77.0244922449,,2025/03/01 00:00:00+00,2025/03/01 00:01:00+00,710903306,
400383.520000003,140498.27,25421303,2025/04/15 18:33:38+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF MONROE STREET NE,400383.52,140498.27,5,5F,5,502,Cluster 21,009201 1,009201,Precinct 74,38.9323665691,-76.9955767005,,2025/03/15 10:30:00+00,2025/03/15 22:30:00+00,710903307,
404166.658699997,136422.274500001,25048110,2025/04/03 13:33:47+00,DAY,OTHERS,THEFT F/AUTO,3400 - 3799 BLOCK OF BENNING ROAD NE,404166.65868982,136422.27452403,7,7D,6,601,Cluster 30,009602 3,009602,Precinct 100,38.8956388439,-76.9519688894,,2025/03/29 01:00:00+00,2025/03/31 14:00:00+00,710903926,
404296.670000002,133162.109999999,25039563,2025/03/19 17:03:51+00,DAY,OTHERS,THEFT F/AUTO,3820 - 3899 BLOCK OF ALABAMA AVENUE SE,404296.67,133162.11,7,7B,6,605,Cluster 34,009902 2,009902,Precinct 110,38.8662693935,-76.9504905677,,2025/03/19 16:29:00+00,2025/03/19 16:31:00+00,710906186,
400384.780000001,136784.329999998,25040649,2025/03/21 16:00:04+00,DAY,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF G STREET NE,400384.78,136784.33,6,6A,1,104,Cluster 25,008302 2,008302,Precinct 83,38.8989101612,-76.9955642497,,2025/03/21 14:50:00+00,2025/03/21 15:15:00+00,710906598,
400121.380000003,137998.899999999,25040800,2025/03/21 20:36:58+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 4TH STREET NE,400121.38,137998.9,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9098515103,-76.9986005147,,2025/03/21 18:30:00+00,2025/03/21 19:30:00+00,710906599,
397700.460000001,136611.23,25040846,2025/03/22 00:57:35+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2025/03/21 20:48:00+00,2025/03/21 21:35:00+00,710906600,
395499.25,139592.960000001,25041195,2025/03/22 14:38:47+00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.9241998122,-77.0519031245,,2025/03/22 13:53:00+00,2025/03/22 13:56:00+00,710906988,
403068.560000002,131861.850000001,25042607,2025/03/25 01:23:36+00,EVENING,OTHERS,THEFT F/AUTO,3000 - 3018 BLOCK OF GAINESVILLE STREET SE,403068.56,131861.85,7,7B,6,606,Cluster 35,007603 4,007603,Precinct 113,38.8545612485,-76.9646475664,,2025/03/25 00:57:00+00,2025/03/25 01:20:00+00,710906989,
402071.299999997,131148.350000001,25042880,2025/03/25 16:49:08+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1900 - 2199 BLOCK OF SAVANNAH TERRACE SE,402071.3,131148.35,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.848136645,-76.9761390018,,2025/03/25 15:59:00+00,,710906990,
397497.460000001,136718.530000001,25042966,2025/03/26 12:32:11+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,397497.46,136718.53,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8983139331,-77.0288490823,DOWNTOWN,2025/03/25 19:03:00+00,2025/03/25 19:05:00+00,710906991,
397162.060000002,140182.43,25042984,2025/03/25 20:26:36+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/03/25 19:10:00+00,2025/03/25 20:20:00+00,710906992,
401669.299999997,142130.550000001,25043141,2025/03/26 02:37:12+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,CRITTENDEN STREET NE AND QUEENS CHAPEL TERRACE NE,401669.2999995,142130.55001733,5,5A,4,405,Cluster 20,009503 1,009503,Precinct 67,38.9470691221,-76.9807432812,,2025/03/25 22:47:00+00,2025/03/26 00:02:00+00,710906993,
403189.299999997,139771.600000001,25043348,2025/03/26 12:56:39+00,DAY,OTHERS,THEFT F/AUTO,3100 - 3163 BLOCK OF BERRY ROAD NE,403189.3,139771.6,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9258147962,-76.9632198234,,2025/03/26 00:00:00+00,2025/03/26 12:27:00+00,710906994,
405427.979999997,134040.510000002,25043477,2025/03/26 17:02:51+00,DAY,OTHERS,THEFT F/AUTO,920 - 999 BLOCK OF RIDGE ROAD SE,405427.98,134040.51,7,7B,6,605,Cluster 32,009902 1,009902,Precinct 106,38.87417612,-76.9374478394,,2025/03/26 04:00:00+00,,710906995,
396830.43,137253.620000001,25044257,2025/03/28 00:08:26+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2025/03/27 20:35:00+00,2025/03/27 22:55:00+00,710906996,
406452.909999996,135476.199999999,25044311,2025/03/28 00:44:55+00,EVENING,OTHERS,BURGLARY,100 - 118 BLOCK OF 53RD STREET SE,406452.91,135476.2,7,7E,6,604,Cluster 33,009905 1,009905,Precinct 104,38.8871024461,-76.9256230485,,2025/03/27 22:46:00+00,2025/03/28 00:10:00+00,710906997,
401553.079999998,138614.52,25044494,2025/03/28 09:29:05+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1429 - 1599 BLOCK OF OKIE STREET NE,401553.08,138614.52,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9153958594,-76.9820919291,,2025/03/27 08:52:00+00,2025/03/28 08:52:00+00,710906998,
393645.649999999,140765.550000001,25045227,2025/03/29 15:15:33+00,DAY,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,38.934751414,-77.0732898841,,2025/03/29 14:13:00+00,2025/03/29 15:15:00+00,710906999,
396217.890000001,138008.23,25045693,2025/03/30 08:12:26+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,38.9099274291,-77.0436069637,DUPONT CIRCLE,2025/03/30 06:47:00+00,2025/03/30 07:21:00+00,710907000,
393303.369999997,141743.030000001,25045825,2025/03/30 14:22:50+00,DAY,OTHERS,THEFT/OTHER,4200 - 4226 BLOCK OF WISCONSIN AVENUE NW,393303.37,141743.03,3,3A,2,202,Cluster 11,001002 2,001002,Precinct 30,38.9435542951,-77.0772472157,,2025/03/26 19:30:00+00,2025/03/26 21:15:00+00,710907001,
397171.109999999,137408.25,25045849,2025/03/30 15:18:02+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2025/03/30 14:55:00+00,2025/03/30 15:00:00+00,710907002,
396686.689999998,139736.300000001,25046207,2025/03/31 04:07:48+00,MIDNIGHT,GUN,ROBBERY,1633 - 1669 BLOCK OF COLUMBIA ROAD NW,396686.69,139736.3,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.9254963438,-77.0382101348,ADAMS MORGAN,2025/03/31 03:10:00+00,2025/03/31 04:08:00+00,710907003,
397694.450000003,143150.09,25047153,2025/04/02 02:39:06+00,EVENING,GUN,THEFT/OTHER,900 - 935 BLOCK OF KENNEDY STREET NW,397694.45,143150.09,4,4D,4,403,Cluster 18,002101 5,002101,Precinct 56,38.9562519752,-77.0265998011,,2025/04/01 18:41:00+00,2025/04/01 19:51:00+00,710907004,
399996.090000004,138915.140000001,25047166,2025/04/01 23:47:40+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF V STREET NE,399996.09,138915.14,5,5F,5,502,Cluster 21,008702 1,008702,Precinct 75,38.9181053161,-77.0000450867,,2025/04/01 18:57:00+00,2025/04/01 19:05:00+00,710907005,
400777.100000001,140572.140000001,25048040,2025/04/03 07:59:44+00,MIDNIGHT,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF 12TH STREET NE,400777.1,140572.14,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9330317526,-76.9910372911,,2025/04/03 06:38:00+00,2025/04/03 06:45:00+00,710907006,
397162.060000002,140182.43,25048345,2025/04/03 20:25:46+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/04/03 19:25:00+00,2025/04/03 20:20:00+00,710907007,
402606.107100002,131962.6318,25049329,2025/04/05 08:26:16+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2470 - 2490 BLOCK OF ALABAMA AVENUE SE,402606.107136371,131962.631831892,8,8B,7,702,Cluster 36,007502 2,007502,Precinct 134,38.8554706261,-76.9699750363,,2025/04/05 07:01:00+00,2025/04/11 12:30:00+00,710907008,
401014.159999996,136507.629999999,25049446,2025/04/05 16:37:51+00,DAY,OTHERS,THEFT/OTHER,500 - 524 BLOCK OF 13TH STREET NE,401014.16,136507.63,6,6A,1,104,Cluster 25,008001 2,008001,Precinct 81,38.8964170466,-76.9883091551,,2025/04/04 22:00:00+00,2025/04/05 15:00:00+00,710907009,
397264.469999999,143146.02,25051106,2025/04/08 21:30:30+00,EVENING,OTHERS,ROBBERY,1300 - 1399 BLOCK OF KENNEDY STREET NW,397264.47,143146.02,4,4E,4,403,Cluster 18,002002 2,002002,Precinct 54,38.9562140777,-77.0315605889,,2025/04/08 19:46:00+00,2025/04/09 01:45:00+00,710907010,
398895.689999998,138304.41,25052993,2025/04/12 12:21:08+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF R STREET NW,398895.69,138304.41,5,5E,3,308,Cluster 21,003302 2,003302,Precinct 19,38.9126029629,-77.0127329483,,2025/04/12 09:46:00+00,2025/04/12 10:32:00+00,710907011,
398101.060000002,138876.98,25053375,2025/04/13 03:21:36+00,MIDNIGHT,OTHERS,THEFT/OTHER,GEORGIA AVENUE NW AND V STREET NW,398101.05999619,138876.97999831,1,1E,3,305,Cluster 3,003400 2,003400,Precinct 37,38.9177595067,-77.0218967982,,2025/04/13 03:12:00+00,2025/04/13 03:22:00+00,710907012,
404253.390000001,136093.870000001,25053578,2025/04/13 16:28:37+00,DAY,OTHERS,THEFT/OTHER,3806 - 3843 BLOCK OF MINNESOTA AVENUE NE,404253.39,136093.87,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8926800402,-76.9509711286,,2025/04/13 14:48:00+00,2025/04/13 15:37:00+00,710907013,
396217.890000001,138008.23,25054360,2025/04/15 01:10:36+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9099274291,-77.0436069637,GOLDEN TRIANGLE,2025/04/06 03:00:00+00,2025/04/06 03:30:00+00,710907397,
398345.200000003,145359.699999999,25054428,2025/04/15 05:17:50+00,MIDNIGHT,OTHERS,THEFT/OTHER,7000 - 7098 BLOCK OF SPRING PLACE NW,398345.2,145359.7,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9761581513,-77.0190972424,,2025/04/11 03:07:00+00,2025/04/15 04:24:00+00,710907398,
400135.030000001,136856.190000001,25420996,2025/03/20 13:31:03+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 6TH STREET NE,400135.03,136856.19,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,38.8995575757,-76.9984433578,,2025/03/19 21:14:00+00,2025/03/19 21:20:00+00,710907405,
397162.060000002,140182.43,25039632,2025/03/19 19:33:52+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/03/19 18:26:00+00,2025/03/19 19:27:00+00,710907659,
393070.630000003,142276.379999999,25040341,2025/03/20 22:35:47+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9483570552,-77.0799373128,,2025/03/20 20:49:00+00,,710907660,
397162.060000002,140182.43,25041787,2025/03/23 17:19:45+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/03/23 16:27:00+00,2025/03/23 16:54:00+00,710907661,
399228.024300002,128424.528299998,25041883,2025/03/23 22:06:10+00,EVENING,OTHERS,BURGLARY,2 - 199 BLOCK OF GALVESTON STREET SW,399228.024253237,128424.528308609,8,8D,7,708,Cluster 39,010900 2,010900,Precinct 126,38.8236013165,-77.0088899643,,2025/03/23 18:15:00+00,2025/03/23 21:11:00+00,710907662,
396830.43,137253.620000001,25043139,2025/03/26 00:35:52+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2025/03/25 19:45:00+00,2025/03/25 21:00:00+00,710907663,
398747.163000003,134091.609099999,25044548,2025/03/28 13:06:13+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1399 BLOCK OF DELAWARE AVENUE SW,398747.16300479,134091.609113868,6,6D,1,105,Cluster 9,011001 3,011001,Precinct 127,38.8746523013,-77.0144378163,,2025/03/27 19:30:00+00,2025/03/28 11:30:00+00,710907664,
397607.880000003,136337.030000001,25044571,2025/03/28 13:52:15+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF PENNSYLVANIA AVENUE NW,397607.88,136337.03,2,2C,2,209,Cluster 45,980000 1,980000,Precinct 129,38.8948775498,-77.027574841,DOWNTOWN,2025/03/21 18:00:00+00,2025/03/28 04:00:00+00,710907665,
394829.439999998,137194.77,25047340,2025/04/01 23:53:32+00,EVENING,OTHERS,THEFT/OTHER,3000 - 3029 BLOCK OF K STREET NW,394829.44,137194.77,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9025924282,-77.0596093833,GEORGETOWN,2025/03/31 13:00:00+00,2025/03/31 21:00:00+00,710908087,
398010.079999998,138818.940000001,25047728,2025/04/03 00:09:36+00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/04/02 18:50:00+00,2025/04/02 19:00:00+00,710908088,
401047.979999997,142706.859999999,25048254,2025/04/03 18:10:23+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1220 - 1299 BLOCK OF GALLATIN STREET NE,401047.98,142706.86,5,5A,4,405,Cluster 20,009503 1,009503,Precinct 67,38.9522616417,-76.9879098268,,2025/04/03 16:43:00+00,,710908475,
399610.399999999,140102.239999998,25048996,2025/04/04 21:49:24+00,EVENING,OTHERS,THEFT F/AUTO,100 - 379 BLOCK OF MICHIGAN AVENUE NE,399610.4,140102.24,5,5F,5,502,Cluster 21,009201 2,009201,Precinct 74,38.9287990063,-77.0044931979,,2025/04/01 21:00:00+00,2025/04/01 22:30:00+00,710908476,
400895.689999998,138267.5,25049279,2025/04/06 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,900 - 1080 BLOCK OF MOUNT OLIVET ROAD NE,400895.69,138267.5,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9122707025,-76.9896725364,,2025/04/05 04:34:00+00,2025/04/05 06:30:00+00,710908477,
397769.619999997,144596.23,25039017,2025/03/18 19:03:27+00,EVENING,OTHERS,THEFT F/AUTO,6500 - 6599 BLOCK OF PINEY BRANCH ROAD NW,397769.62,144596.23,4,4B,4,402,Cluster 17,001901 4,001901,Precinct 59,38.969279362,-77.025737247,,2025/03/13 20:30:00+00,2025/03/13 20:31:00+00,710908638,
397609.07,136611.34,25039115,2025/03/18 21:32:38+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF F STREET NW,397609.07,136611.34,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8973486375,-77.0275620781,DOWNTOWN,2025/03/18 20:46:00+00,2025/03/18 20:48:00+00,710908639,
397329.289999999,136718.300000001,25039489,2025/03/19 14:36:23+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF G STREET NW,397329.29,136718.3,2,2C,2,209,Cluster 8,005802 2,005802,Precinct 129,38.8983113663,-77.0307877317,DOWNTOWN,2025/03/19 13:30:00+00,2025/03/19 13:35:00+00,710908640,
398010.079999998,138818.940000001,25040056,2025/03/20 14:04:21+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/03/20 12:59:00+00,2025/03/20 13:02:00+00,710908641,
396977.859999999,145936.16,25040710,2025/03/21 22:08:12+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1599 BLOCK OF HEMLOCK STREET NW,396977.86,145936.16,4,4A,4,401,Cluster 16,001600 3,001600,Precinct 62,38.9813473898,-77.0348795892,,2025/03/21 16:51:00+00,2025/03/21 18:31:00+00,710908642,
404308.234099999,136738.270799998,25041164,2025/03/22 15:00:57+00,DAY,OTHERS,THEFT F/AUTO,600 - 629 BLOCK OF KENILWORTH TERRACE NE,404308.234145951,136738.270780324,7,7D,6,601,Cluster 30,009602 3,009602,Precinct 100,38.8984847701,-76.9503348985,,2025/03/21 01:00:00+00,2025/03/21 09:04:00+00,710908643,
405049.579999998,136086.440000001,25041328,2025/03/23 01:34:27+00,EVENING,OTHERS,THEFT/OTHER,4200 - 4243 BLOCK OF BENNING ROAD NE,405049.58,136086.44,7,7F,6,602,Cluster 30,007803 4,007803,Precinct 99,38.8926088954,-76.9417934949,,2025/03/22 19:37:00+00,2025/03/22 20:26:00+00,710908644,
402063.140000001,137566.300000001,25042490,2025/03/24 21:55:21+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF 19TH STREET NE,402063.14,137566.3,5,5D,5,507,Cluster 23,008903 2,008903,Precinct 78,38.905952087,-76.9762137393,,2025/03/24 19:30:00+00,2025/03/24 21:30:00+00,710908645,
399228.024300002,128424.528299998,25043009,2025/03/26 03:30:46+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2 - 199 BLOCK OF GALVESTON STREET SW,399228.024253237,128424.528308609,8,8D,7,708,Cluster 39,010900 1,010900,Precinct 126,38.8236013165,-77.0088899643,,2025/03/25 19:58:00+00,2025/03/25 20:54:00+00,710908646,
399420.7993,128792.073199999,25043527,2025/03/26 19:49:08+00,EVENING,KNIFE,SEX ABUSE,4300 - 4399 BLOCK OF HALLEY TERRACE SE,399420.799293416,128792.07323695,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 126,38.8269124825,-77.0066703033,,2025/03/26 16:00:00+00,2025/03/26 16:20:00+00,710908647,
403516.7245,133455.8127,25043555,2025/03/26 19:40:22+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8689186523,-76.9594761766,,2025/03/26 18:30:00+00,2025/03/26 18:31:00+00,710908648,
404334.130000003,135438.920000002,25045033,2025/03/29 05:44:56+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,121 - 298 BLOCK OF RIDGE ROAD SE,404334.13,135438.92,7,7F,6,603,Cluster 32,007703 3,007703,Precinct 107,38.8867796116,-76.9500445693,,2025/03/29 02:27:00+00,2025/03/29 05:34:00+00,710908649,
396046.200000003,138387.649999999,25045882,2025/03/30 17:22:46+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF CONNECTICUT AVENUE NW,396046.2,138387.65,2,2B,2,208,Cluster 6,004202 2,004202,Precinct 14,38.9133446172,-77.0455886991,DUPONT CIRCLE,2025/03/28 05:45:00+00,2025/03/28 05:50:00+00,710908650,
400437.039999999,136855.949999999,25045948,2025/03/30 22:39:39+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF 8TH STREET NE,400437.04,136855.95,6,6A,1,104,Cluster 25,008302 2,008302,Precinct 83,38.8995553155,-76.99496175,,2025/03/30 17:36:00+00,2025/03/30 19:19:00+00,710908651,
399855.053099997,131051.567299999,25421229,2025/04/11 11:30:20+00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF NEWCOMB STREET SE,399855.053149818,131051.567287046,8,8C,7,707,Cluster 39,010400 3,010400,Precinct 123,38.8472672105,-77.0016697409,,2025/04/08 23:40:00+00,2025/04/08 23:40:00+00,710908872,
